前十大申万一级行业堆叠时序图,,,,
行业,20230101,202301,202302,202303
计算机,0.0195392054557627,0.0170350270119168,0.0184551971979877,0.0235757275559447
电子,0.00763714814339643,0.0122489378338378,0.0140933138202017,0.0165706386054993
基础化工,0.0163410266873001,0.0183771270541207,0.0199494898683569,0.0160805140680022
医药生物,0.0108535518762662,0.0185102453279854,0.0206613533520409,0.0134978510051887
食品饮料,0.0100800189558128,0.0112181467055647,0.00914817243719904,0.0084052615869607
电力设备,0.00840239672031442,0.00970086254818364,0.00975853723294702,0.008262506477468
银行,0.00204610591282691,0.0112243232099499,0.00821611882762734,0.00749142762016351
通信,0.00673253071025884,0.00698983521618037,0.00765151790368995,0.0072576073325183
国防军工,0.00691069055254458,0.00702265176262431,0.00714388129105166,0.00634622744632433
机械设备,0.00781919950795786,0.00847908611179695,0.00693092304525261,0.00578672139053971
