成立以来日期,成立以来基金区间收益率,成立以来拟合指数区间收益率
2012-05-15,0.14985823471213,0.13463674921742
2012-05-16,0.14851768299576,0.133474275363856
2012-05-17,0.14985823471213,0.135576785310878
2012-05-18,0.14907624621091,0.133574606566767
2012-05-21,0.1519807749297,0.13351863563858
2012-05-22,0.15410331514728,0.135889222091117
2012-05-23,0.15387988986122,0.13518334734551
2012-05-24,0.15309790136001,0.135769794279656
2012-05-25,0.15209248757273,0.136796235636396
2012-05-28,0.15544386686365,0.138953737082105
2012-05-29,0.15689613122304,0.140832693933683
2012-05-30,0.15678441858001,0.139993318021223
2012-05-31,0.15700784386607,0.139461706085271
2012-06-01,0.15734298179516,0.140012870539349
2012-06-04,0.15544386686365,0.133964440864374
2012-06-05,0.15589071743577,0.134023271378161
2012-06-06,0.15555557950668,0.133647381611302
2012-06-07,0.15533215422062,0.131749637397763
2012-06-08,0.1560024300788,0.13295156800882
2012-06-11,0.15913038408365,0.134210579066431
2012-06-12,0.15901867144062,0.131985209825565
2012-06-13,0.16158806223032,0.134130405429436
2012-06-14,0.16203491280244,0.1314272996949
2012-06-15,0.16237005073153,0.13271177320488
2012-06-18,0.16348717716184,0.132966364488388
2012-06-19,0.16237005073153,0.131301195173184
2012-06-20,0.1622583380885,0.130376432886492
2012-06-21,0.16102949901517,0.127652282907265
2012-06-25,0.16013579787093,0.124920245610324
2012-06-26,0.16002408522789,0.125164907547706
2012-06-27,0.16013579787093,0.125730695348267
2012-06-28,0.15868353351153,0.123963446117983
2012-06-29,0.16035922315699,0.127181930997957
2012-07-02,0.16203491280244,0.127274147935579
2012-07-03,0.16270518866062,0.12784417667764
2012-07-04,0.16248176337456,0.12776818003909
2012-07-05,0.16192320015941,0.125417150679921
2012-07-06,0.16449259094911,0.128896624262003
2012-07-09,0.16393402773396,0.124484633080251
2012-07-10,0.16359888980487,0.124231496225168
2012-07-11,0.16505115416426,0.125804160431174
2012-07-12,0.16650341852366,0.126938580580553
2012-07-13,0.16717369438184,0.126832057102207
2012-07-16,0.16505115416426,0.122664396378056
2012-07-17,0.16493944152123,0.12380677057565
2012-07-18,0.16527457945032,0.124378630987444
2012-07-19,0.16683855645275,0.126010012324343
2012-07-20,0.16549800473638,0.124623704106684
2012-07-23,0.16516286680729,0.12201737909408
2012-07-24,0.1662799932376,0.122468607466813
2012-07-25,0.16639170588063,0.121223020632672
2012-07-26,0.16527457945032,0.120063025999325
2012-07-27,0.16192320015941,0.120293730642073
2012-07-30,0.16337546451881,0.118503481459157
2012-07-31,0.16304032658972,0.117349150912854
2012-08-01,0.16393402773396,0.119362647874806
2012-08-02,0.16326375187578,0.118187809870876
2012-08-03,0.16158806223032,0.120310124257155
2012-08-06,0.1648277288782,0.122160010732142
2012-08-07,0.16393402773396,0.121681668051072
2012-08-08,0.16270518866062,0.121216394857892
2012-08-09,0.16460430359214,0.123345853733566
2012-08-10,0.16359888980487,0.123253241652624
2012-08-13,0.16304032658972,0.119759058091375
2012-08-14,0.16415745302002,0.120149201056751
2012-08-15,0.16281690130365,0.116991615802236
2012-08-16,0.16315203923275,0.116050620779449
2012-08-17,0.16192320015941,0.116319642818924
2012-08-20,0.16080607372911,0.114851926979119
2012-08-21,0.16136463694426,0.11579827231874
2012-08-22,0.16102949901517,0.11346341859137
2012-08-23,0.16169977487335,0.114418506656935
2012-08-24,0.16069436108608,0.113138141360667
2012-08-27,0.16002408522789,0.109302044371732
2012-08-28,0.16024751051396,0.110768331871582
2012-08-29,0.15913038408365,0.108265289176709
2012-08-30,0.15823668293941,0.107976875277557
2012-08-31,0.15834839558244,0.107342981467555
2012-09-03,0.15946552201274,0.108851560648517
2012-09-04,0.16035922315699,0.107617923255077
2012-09-05,0.16125292430123,0.106865118327235
2012-09-06,0.16192320015941,0.108434234217062
2012-09-07,0.16505115416426,0.11573805803779
2012-09-10,0.16516286680729,0.115129047982662
2012-09-11,0.16471601623517,0.113114228194547
2012-09-12,0.1637106024479,0.112383207225109
2012-09-13,0.16337546451881,0.110482319979945
2012-09-14,0.16237005073153,0.109890611327745
2012-09-17,0.16169977487335,0.104424896289843
2012-09-18,0.16102949901517,0.10352422306955
2012-09-19,0.16125292430123,0.104479240741489
2012-09-20,0.15890695879759,0.100252234917876
2012-09-21,0.15946552201274,0.101014031208301
2012-09-24,0.16069436108608,0.101990122390193
2012-09-25,0.16047093580002,0.102507706402819
2012-09-26,0.15980065994183,0.100343500414569
2012-09-27,0.16158806223032,0.106410315501199
2012-09-28,0.16415745302002,0.109705088926435
2012-10-08,0.16560971737942,0.108429999985309
2012-10-09,0.16773225759699,0.1126174765168
2012-10-10,0.16795568288305,0.112867060492692
2012-10-11,0.16762054495396,0.111409272882541
2012-10-12,0.16840253345518,0.112424511087854
2012-10-15,0.16873767138427,0.112364403907375
2012-10-16,0.16951965988548,0.111880463692532
2012-10-17,0.17186562538912,0.112293647210867
2012-10-18,0.17331788974851,0.114748144302367
2012-10-19,0.17164220010306,0.114147521033449
2012-10-22,0.17387645296367,0.114944086696591
2012-10-23,0.17242418860427,0.112727748745154
2012-10-24,0.1725359012473,0.112664138604183
2012-10-25,0.17197733803215,0.110829061507332
2012-10-26,0.17164220010306,0.106913013819769
2012-10-29,0.17208905067518,0.106500148333371
2012-10-30,0.17298275181942,0.107243242636106
2012-10-31,0.17499357939397,0.107751705281057
2012-11-01,0.17700440696852,0.11097269975834
2012-11-02,0.17711611961155,0.112565940908878
2012-11-05,0.17756297018367,0.112661895844606
2012-11-06,0.17789810811276,0.112067335235949
2012-11-07,0.17823324604185,0.112336275104752
2012-11-08,0.17756297018367,0.10894606357875
2012-11-09,0.17745125754064,0.108902173401229
2012-11-12,0.17812153339882,0.110234377297934
2012-11-13,0.1765575563964,0.107232462663549
2012-11-14,0.17789810811276,0.108410304591084
2012-11-15,0.17745125754064,0.105941592621939
2012-11-16,0.17745125754064,0.10485655441643
2012-11-19,0.17823324604185,0.105955506665117
2012-11-20,0.17990893568731,0.105061156087025
2012-11-21,0.18057921154549,0.107257311479573
2012-11-22,0.17946208511519,0.105292744461332
2012-11-23,0.17968551040125,0.106463359326837
2012-11-26,0.17823324604185,0.105312128172617
2012-11-27,0.17666926903943,0.102307348439443
2012-11-28,0.17633413111034,0.100325507902635
2012-11-29,0.1765575563964,0.0993680581562265
2012-11-30,0.17812153339882,0.101220918257996
2012-12-03,0.17834495868488,0.0990466142138736
2012-12-04,0.17935037247216,0.100617926802875
2012-12-05,0.18225490119095,0.106746008871239
2012-12-06,0.18191976326186,0.106461996747435
2012-12-07,0.18337202762125,0.109969826578239
2012-12-10,0.18404230347944,0.112480484688724
2012-12-11,0.18460086669459,0.111742738621104
2012-12-12,0.18460086669459,0.112679364704
2012-12-13,0.18460086669459,0.110537098114104
2012-12-14,0.1894045103449,0.120015437063985
2012-12-17,0.18895765977277,0.121147192470808
2012-12-18,0.18895765977277,0.121415348168424
2012-12-19,0.18951622298793,0.121177656248888
2012-12-20,0.19119191263338,0.121634546655122
2012-12-21,0.19175047584853,0.120134419671383
2012-12-24,0.19230903906369,0.120998390830588
2012-12-25,0.19431986663823,0.126927868802736
2012-12-26,0.19454329192429,0.127752241826394
2012-12-27,0.19487842985339,0.127041380990634
2012-12-28,0.19644240685581,0.130243560414744
2012-12-31,0.19856494707339,0.134267584460157
2013-01-04,0.19633069421278,0.134568882023554
2013-01-07,0.1982298091443,0.136508141259541
2013-01-08,0.20057577464794,0.13605144552857
2013-01-09,0.20146947579218,0.136435005274768
2013-01-10,0.20247488957945,0.136964846442571
2013-01-11,0.20146947579218,0.132703950408623
2013-01-14,0.20739024587279,0.139885601073122
2013-01-15,0.2070551079437,0.141530012810819
2013-01-16,0.20671997001461,0.140019370184092
2013-01-17,0.20660825737158,0.13794287856236
2013-01-18,0.20995963666249,0.141899884655008
2013-01-21,0.21264074009522,0.143619167004527
2013-01-22,0.21208217688007,0.142727769146438
2013-01-23,0.21588040674311,0.143503156325549
2013-01-24,0.21465156766977,0.141405417405654
2013-01-25,0.21610383202917,0.140404352371997
2013-01-28,0.21912007339099,0.145732233983516
2013-01-29,0.21945521132008,0.146987953637874
2013-01-30,0.21811465960371,0.149351838625283
2013-01-31,0.21688582053038,0.149818557403465
2013-02-01,0.21945521132008,0.153396676497537
2013-02-04,0.21912007339099,0.154569774662724
2013-02-05,0.22146603889463,0.155594053944598
2013-02-06,0.2235885791122,0.155902522532683
2013-02-07,0.22448228025645,0.154671872236989
2013-02-08,0.22828051011948,0.156411101162655
2013-02-18,0.23029133769403,0.156322350705399
2013-02-19,0.22682824576009,0.152882859356823
2013-02-20,0.23185531469646,0.155071696623989
2013-02-21,0.22850393540554,0.148327732957713
2013-02-22,0.22749852161827,0.147029138062305
2013-02-25,0.22962106183585,0.148086267300887
2013-02-26,0.22448228025645,0.144628892493972
2013-02-27,0.22448228025645,0.14681195349814
2013-02-28,0.22917421126373,0.151883040644654
2013-03-01,0.23062647562312,0.151471607981122
2013-03-04,0.22526426875766,0.14384216364531
2013-03-05,0.22895078597766,0.149369656598475
2013-03-06,0.23341929169888,0.151467347269826
2013-03-07,0.23207873998252,0.149286505147229
2013-03-08,0.23185531469646,0.148697774704024
2013-03-11,0.23308415376979,0.147921819466345
2013-03-12,0.2290624986207,0.145684381467933
2013-03-13,0.22816879747645,0.143447786763594
2013-03-14,0.23241387791161,0.144013937811297
2013-03-15,0.23364271698494,0.144776127982366
2013-03-18,0.23431299284312,0.141068934471761
