万得可转债指数时序图(穿透),,,,
行业,20230101,202301,202302,202303
金融,0.0167542203217613,0.018154828089961,0.0168824477862766,0.0174416546953391
工业,0.00455746281444746,0.00461566169893097,0.00437653653107561,0.00411824374906727
信息技术,0.00223016959074067,0.00233967869344187,0.00211629151822482,0.00198828653020135
材料,0.00202245214854011,0.00214661492963162,0.0019655374427376,0.00181441273626285
日常消费品,0.00156798810761207,0.00163445611976338,0.00150532260703537,0.00139287279335298
公用事业,0.000893972778516373,0.000918348375048083,0.000868856203172382,0.000793455683380486
医疗保健,0.000856511807390131,0.000920720199745872,0.00086186072019785,0.000837285254801518
可选消费,0.000167474911903841,7.41428441448428e-05,0.000228547073088128,0.00023796616290272
能源,0.000112211685425583,0.000108868957468339,9.68400245056753e-05,8.03835044212406e-05
